"styrk08_code","occupation_label_no","employees_2025q4","fte_2025q1","fte_2025q2","fte_2025q3","fte_2025q4","annual_fte_proxy_2025","annual_fte_status","workforce_source_id","occupation_factor_low","occupation_factor_base","occupation_factor_high","factor_status","factor_source_id","potential_basis","rationale"
"7312","Musikkinstrumentmakere og -stemmere","68","47","48","45","49","47.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7313","Gull- og sølvsmeder, gravører mv.","371","324","325","323","322","323.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7314","Keramikere mv.","29","12","12","11","15","12.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7315","Glasshåndverkere","72","56","55","59","64","58.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7316","Dekormalere mv.","17","12","11","11","13","11.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7317","Kunsthåndverkere i tre mv.","14","12","12","10","10","11","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7318","Vevere, strikkere mv. (innen husflidsproduksjon)","444","285","292","274","278","282.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7319","Andre kunsthåndverkere","170","173","168","173","160","168.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7321","Førtrykkere","806","772","759","758","743","758","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7322","Trykkere","1040","943","942","979","927","947.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7323","Innbindere mv.","229","194","199","195","200","197","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7411","Elektrikere","34783","33803","32446","32643","33969","33215.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.02","0.07","0.15","assumption","occupation-factor-assumptions-v0","physical","Installation work dominates with diagnostic planning and documentation assistance"
"7412","Automatikere","6479","6659","6003","6318","6306","6321.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7413","Energimontører","4389","4126","4090","4122","4298","4159","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7421","Serviceelektronikere","1346","1591","1277","1284","1300","1363","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7422","Tele- og IKT-installatører","4090","3668","3864","3848","3917","3824.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7511","Slaktere, fiskehandlere mv.","2458","2031","1952","1943","2185","2027.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7512","Bakere, konditorer mv.","1592","1579","1473","1506","1496","1513.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7513","Ystere mv. (gårdsproduksjon)","3",,,,,,"unknown","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7514","Saftere, syltere mv. (gårdsproduksjon)","9",,,,,,"unknown","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7515","Prøvesmakere og kvalitetsbedømmere av mat og drikke","96","86","88","89","88","87.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7522","Møbelsnekkere","2075","1892","1860","1861","1889","1875.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7531","Skreddere, buntmakere mv.","565","458","459","465","490","468","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7532","Gradører","50","47","45","44","48","46","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7534","Møbeltapetserere mv.","301","279","279","279","275","278","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7535","Skinnberedere og garvere","84","78","73","72","74","74.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7536","Skomakere","46","37","40","39","43","39.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7541","Yrkesdykkere","643","527","600","576","625","582","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7542","Skytebaser og sprengningsarbeidere","2129","1956","1993","1959","2094","2000.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7543","Produkttestere (ikke matprodukter)","36","26","28","27","34","28.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7544","Desinfeksjonsarbeidere og skadedyrbekjempere","450","403","421","431","432","421.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"7549","Andre håndverkere","839","654","659","642","656","652.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8111","Bergfagarbeidere","672","704","699","680","650","683.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8112","Prosessoperatører (oppredning)","207","208","202","196","208","203.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8113","Operatører innen boring mv.","14620","9498","14022","14385","14365","13067.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8114","Operatører innen produksjon av betong mv.","2234","2060","2016","2111","2152","2084.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8121","Operatører innen metallurgiske prosessfag","8744","8287","8576","8602","8378","8460.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8122","Operatører innen metallflatebehandling","0","0","0","0","0","0","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8131","Operatører innen kjemisk industri","10168","9802","9806","10208","9989","9951.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8132","Operatører innen produksjon av fotofilm og -papir mv.","48","34","32","35","40","35.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8141","Operatører innen produksjon av gummiprodukter","286","283","281","284","278","281.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8142","Operatører innen plastprodukter","2351","2309","2316","2223","2222","2267.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8143","Operatører innen papirprodukter","614","542","523","518","518","525.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8151","Spinne- og nøstemaskinoperatører","151","125","124","128","135","128","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8152","Operatører innen tekstilproduksjon mv.","944","876","869","876","852","868.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8153","Industrisyere","792","673","723","714","700","702.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8154","Operatører innen tekstilbearbeiding","72","50","52","55","61","54.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8155","Operatører innen pels, skinn- og lærbearbeiding","0",,,,,,"unknown","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8156","Operatører innen skinn og lærprodukter","43","40","35","39","34","37","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8157","Renseri- og vaskerimaskinoperatører","2688","2101","2159","2671","2156","2271.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8159","Andre operatører innen produksjon av tekstiler, pels, skinn og lær","0","0","0","0","0","0","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8160","Operatører innen næringsmiddelproduksjon","28859","23830","24226","26618","25847","25130.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8171","Operatører innen treforedling","2862","2634","2632","2715","2624","2651.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8172","Operatører innen trelastproduksjon","3497","3262","3272","3282","3247","3265.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8181","Operatører innen glass- og keramisk produksjon","1142","1053","1102","1091","1054","1075","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8182","Fyrkjele- og turbinoperatører","1329","1265","1264","1290","1276","1273.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8183","Pakke-, tappe- og etikettmaskinoperatører","994","829","814","878","927","862","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8189","Andre stasjonære maskinoperatører","0","0","0","0","0","0","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8211","Montører av mekaniske produkter","2553","2212","2300","2427","2454","2348.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8212","Montører av elektriske og elektroniske produkter","4879","4184","4251","4557","4649","4410.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8219","Andre montører","73","69","73","76","71","72.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8311","Lokomotiv og T-baneførere","2134","2052","2069","2039","2044","2051","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8312","Skiftekonduktører mv","85","132","105","92","84","103.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8322","Bil-, drosje- og varebilførere","15995","13243","13268","13590","13599","13425","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8331","Bussjåfører og trikkeførere","17126","14754","14764","15148","15088","14938.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8332","Lastebil- og trailersjåfører","27343","25773","25813","26009","26199","25948.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.01","0.04","0.10","assumption","occupation-factor-assumptions-v0","physical","Driving dominates with limited administration; autonomous driving is outside the GenAI scope"
"8341","Jordbruks- og skogbruksmaskinførere","924","836","830","849","865","845","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8342","Anleggsmaskinførere","20643","19452","19476","19901","20008","19709.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8343","Kran- og heisførere mv.","2012","2396","1926","1845","1865","2008","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8344","Truckførere","760","681","699","714","712","701.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"8350","Dekks- og maskinmannskap (skip)","6627","6053","6244","6764","6478","6384.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9111","Renholdere i private hjem","464","251","270","271","283","268.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9112","Renholdere i bedrifter","60635","45287","45485","48830","45969","46392.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.00","0.01","0.04","assumption","occupation-factor-assumptions-v0","physical","Physical cleaning dominates with limited scheduling and reporting"
"9122","Bilvaskere","3523","2735","2969","2966","2978","2912","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9123","Vinduspussere","132","89","121","115","120","111.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9129","Andre rengjørere","11",,,,"10",,"unknown","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9211","Hjelpearbeidere i nyttevekstproduksjon","324","62","212","1283","256","453.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9212","Hjelpearbeidere i husdyrproduksjon","811","476","477","500","459","478","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9213","Hjelpearbeidere i kombinasjonsbruk","831","292","430","756","494","493","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9214","Hjelpearbeidere i gartneri mv.","1691","1095","1537","2566","1398","1649","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9215","Hjelpearbeidere i skogbruk","95","48","59","70","64","60.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9216","Hjelpearbeidere innen havbruk","173","62","82","230","117","122.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9311","Hjelpearbeidere i bergverk","38","21","23","39","26","27.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9312","Hjelpearbeidere i anlegg","16226","13575","14033","15657","14737","14500.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9313","Hjelpearbeidere i bygg","7069","5784","5761","6654","6062","6065.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9321","Håndpakkere mv.","1052","702","696","727","690","703.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9329","Andre hjelpearbeidere i industri","8298","6433","6653","7481","6392","6739.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9331","Førere av ikke-motorisert kjøretøy","3","0","0",,,,"unknown","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9333","Laste- og lossearbeidere","5055","3693","3777","4330","3663","3865.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9334","Varepåfyllere","1599","847","875","1162","898","945.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9412","Kjøkkenassistenter","20406","11911","12448","14485","12343","12796.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9510","Reklamedistributører mv.","320","259","264","254","272","262.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9611","Renovasjonsarbeidere","5509","5140","5184","5481","5193","5249.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9612","Gjenvinningsarbeidere","1255","1024","1064","1171","1084","1085.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9613","Gatefeiere mv.","37","44","24","12","25","26.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9621","Bud mv.","3606","1514","1368","2537","2765","2046","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9622","Altmuligmann","3787","2385","2578","3777","2596","2834","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9623","Måleravlesere mv.","91","83","75","79","76","78.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"9629","Andre hjelpearbeidere","3599","959","1360","2056","1279","1413.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
