"styrk08_code","occupation_label_no","employees_2025q4","fte_2025q1","fte_2025q2","fte_2025q3","fte_2025q4","annual_fte_proxy_2025","annual_fte_status","workforce_source_id","occupation_factor_low","occupation_factor_base","occupation_factor_high","factor_status","factor_source_id","potential_basis","rationale"
"0000","Uoppgitt / yrker som ikke kan identifiseres","8530","5212","5205","4688","5714","5204.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"0110","Offiserer fra fenrik og høyere grad","4978","4895","4893","4995","5003","4946.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"0210","Befal med sersjant grad","5039","4715","4791","4784","5004","4823.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"0310","Menige","15494","15081","14889","15617","15345","15233","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1111","Politikere","1380","1052","1058","1044","1050","1051","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1112","Toppledere i offentlig administrasjon","991","964","973","960","985","970.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1114","Toppledere i interesseorganisasjoner","2376","2226","2301","2280","2287","2273.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1120","Administrerende direktører","37853","36073","36131","35922","36131","36064.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1211","Finans- og økonomisjefer","8783","8600","8589","8563","8655","8601.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1212","Personalsjefer","2337","2348","2308","2280","2295","2307.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1213","Strategi- og planleggingssjefer","4895","4759","4813","4841","4876","4822.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1219","Andre administrative ledere","26067","24694","25112","25010","25251","25016.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1221","Salgs- og markedssjefer","16092","16067","15922","15746","15855","15897.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1222","PR- og informasjonssjefer","1879","1795","1792","1791","1799","1794.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1223","Forsknings- og utviklingsledere","3126","3031","3046","3047","3068","3048","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1311","Ledere i skogbruk, gartnerier mv.","671","658","658","660","648","656","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1312","Ledere innen akvakultur mv.","390","379","393","407","395","393.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1321","Ledere av industriproduksjon mv.","12746","12267","12342","12313","12485","12351.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1322","Ledere av olje- og gassutvinning mv.","8017","7980","7997","7983","7981","7985.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1323","Ledere av bygge- og anleggsvirksomhet","16240","15033","15229","15253","15594","15277.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1324","Ledere av logistikk og transport mv.","8969","8894","8759","8794","8740","8796.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1330","Ledere av IKT-enheter","6118","5888","5874","5882","5971","5903.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1341","Ledere av omsorgstjenester for barn","4019","3964","3957","3956","3936","3953.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1342","Ledere av helsetjenester","12447","12067","12119","12153","12381","12180","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1343","Ledere av eldreomsorg","2116","2164","2158","2140","2103","2141.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1344","Ledere av sosialomsorg","1737","1749","1738","1710","1668","1716.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1345","Ledere av utdanning og undervisning","11373","11051","11057","11152","11152","11103","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1346","Ledere av forsikring og finansvirksomhet","5074","5134","5003","4998","5000","5033.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1349","Andre ledere av produksjon og tjenesteyting","5765","5734","5737","5639","5680","5697.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1411","Hotellsjefer","773","748","776","801","751","769","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1412","Restaurantsjefer","3865","3507","3615","3692","3727","3635.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1420","Varehandelssjefer","34373","32426","32689","32821","32993","32732.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1431","Sports-, rekreasjons- og kultursenterledere","2941","2770","2782","2779","2782","2778.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"1439","Andre daglige ledere i tjenesteytende virksomheter","1189","1062","1081","1086","1091","1080","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2111","Fysikere og astronomer","528","495","503","503","512","503.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2112","Meteorologer","307","286","286","292","291","288.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2113","Kjemikere","936","911","903","918","905","909.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2114","Geologer og geofysikere","2847","2728","2744","2813","2792","2769.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2120","Matematikere, statistikere mv.","1793","1592","1613","1645","1700","1637.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2131","Biologer, botanikere, zoologer mv.","1878","1661","1657","1676","1767","1690.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2132","Sivilagronomer mv.","621","546","555","562","578","560.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2133","Miljøvernrådgivere","1140","953","1029","1083","1087","1038","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2141","Sivilingeniører (industri og produksjon)","1140","1148","1126","1128","1121","1130.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2142","Sivilingeniører (bygg og anlegg)","27080","26720","26452","26500","26439","26527.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.20","0.40","0.65","assumption","occupation-factor-assumptions-v0","mixed_digital_and_physical","Digital design and documentation combined with site work and specialist tools"
"2143","Sivilingeniører (miljøteknikk)","543","499","508","522","527","514","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2144","Sivilingeniører (maskin- og marin-teknikk)","4974","4798","4800","4862","4892","4838","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2145","Sivilingeniører (kjemi)","850","829","823","842","835","832.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2146","Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)","11701","11392","11458","11450","11554","11463.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2149","Andre sivilingeniører (unntatt elektroteknologi)","7721","7428","7452","7437","7552","7467.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2151","Sivilingeniører (elkraftteknikk)","4605","4283","4367","4502","4530","4420.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2152","Sivilingeniører (elektronikk)","4612","4542","4542","4551","4543","4544.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2153","Sivilingeniører (telekommunikasjon)","685","633","646","664","678","655.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2161","Sivilarkitekter","6389","6061","6017","5942","6036","6014","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2162","Landskapsarkitekter","940","901","894","895","892","895.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2163","Produkt- og klesdesignere","900","846","843","843","865","849.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2164","Arealplanleggere","1450","1500","1437","1435","1415","1446.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2165","Landmålere, kartografer mv.","881","854","841","840","852","846.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2166","Grafiske- og multimediadesignere","4811","4652","4578","4516","4521","4566.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2211","Allmennpraktiserende leger","8888","7481","7453","8318","7617","7717.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.10","0.25","0.45","assumption","occupation-factor-assumptions-v0","clinical_and_documentation","Clinical work remains human with documentation and decision-support assistance"
"2212","Legespesialister","18271","17110","17432","17329","17776","17411.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2221","Spesialsykepleiere","30211","27135","27136","27548","27459","27319.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2222","Jordmødre","2976","2533","2531","2610","2606","2570","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2223","Sykepleiere","61314","53409","52983","55677","54501","54142.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.05","0.12","0.25","assumption","occupation-factor-assumptions-v0","physical_and_personal_care","Patient care dominates but documentation and information retrieval allow more use than direct care assistance"
"2224","Vernepleiere","22607","20039","20045","21041","20965","20522.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2250","Veterinærer","1934","1765","1755","1795","1757","1768","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2261","Tannleger","3209","2903","2901","2918","2984","2926.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2262","Farmasøyter","1882","1725","1715","1786","1784","1752.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2263","Helse- og miljørådgivere","132","107","112","117","120","114","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2264","Fysioterapeuter","6241","5705","5762","5635","5878","5745","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2265","Ernæringsfysiologer","1000","843","845","847","964","874.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2266","Audiografer og logopeder","750","662","653","676","702","673.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2267","Ergoterapeuter","3125","2884","2868","2932","2950","2908.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2269","Kiropraktorer mv.","377","348","353","345","352","349.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2310","Universitets- og høyskolelektorer/-lærere","32201","28272","27643","27217","27960","27773","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2320","Yrkesfaglærere","909","806","819","752","805","795.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2330","Lektorer mv. (videregående skole)","27182","25331","25361","25085","25549","25331.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2341","Grunnskolelærere","80852","74995","74927","71754","73728","73851","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.10","0.25","0.45","assumption","occupation-factor-assumptions-v0","interpersonal","Preparation and assessment support while classroom teaching remains interpersonal"
"2342","Førskole-/barnehagelærere","34386","32920","32674","32511","32767","32718","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.02","0.08","0.18","assumption","occupation-factor-assumptions-v0","interpersonal","Care and interaction dominate with some planning and documentation"
"2351","Spesialister i pedagogikk","2052","1968","1950","1967","1968","1963.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2352","Spesiallærere / spesialpedagoger","2929","2761","2751","2746","2755","2753.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2353","Andre språklærere","279","175","165","154","182","169","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2354","Andre musikklærere","3379","2414","2422","2313","2430","2394.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2355","Andre lærere i estetiske fag","348","164","173","142","176","163.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2356","Andre IKT-lærere","56","57","53","50","52","53","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2359","Andre lærere","2971","2349","2314","2237","2396","2324","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2411","Revisorer, regnskapsrådgivere","15028","15052","14636","14681","14583","14738","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.30","0.55","0.80","assumption","occupation-factor-assumptions-v0","document_intensive","Analysis and reporting with human verification and accountability"
"2412","Finans- og investeringsrådgivere","9812","9438","9467","9469","9640","9503.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2413","Finansanalytikere","17252","16858","16554","16544","16787","16685.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.40","0.65","0.90","assumption","occupation-factor-assumptions-v0","document_intensive","Substantial digital research modelling and report production"
"2421","Organisasjonsrådgivere mv.","14581","13205","13847","13767","14200","13754.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2422","Høyere saksbehandlere i offentlig og privat virksomhet","91138","85252","85934","86311","87633","86282.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.25","0.45","0.70","assumption","occupation-factor-assumptions-v0","document_intensive","Case preparation and document review alongside accountable decisions"
"2423","Personal- og karriererådgivere","16149","15351","15409","15350","15513","15405.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2424","Rådgivere innen kompetanseutvikling","1123","1006","1018","1047","1077","1037","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2431","Reklame- og markedsføringsrådgivere","9299","8499","8547","8589","8665","8575","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2432","Informasjonsrådgivere","4550","4237","4285","4321","4306","4287.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2433","Salgskonsulenter innen tekniske og medisinske produkter","3019","2953","2957","2939","2984","2958.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2434","Salgskonsulenter innen IKT-produkter","696","684","685","679","691","684.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2511","Systemanalytikere/-arkitekter","33424","32109","32374","32695","32940","32529.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.50","0.75","1.00","assumption","occupation-factor-assumptions-v0","digital","Digital design and analysis with less continuous code execution than the reference"
"2512","Programvareutviklere","8224","7882","7929","8012","7994","7954.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","1.00","1.00","1.00","assumption","occupation-factor-assumptions-v0","reference","Heavy AI-using developer defines the reference rather than average current developer adoption"
"2513","Nett- og multimediautviklere","764","689","692","715","715","702.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.60","0.85","1.00","assumption","occupation-factor-assumptions-v0","digital","Software and content generation with potentially intensive multimodal use"
"2514","Applikasjonsprogrammerere","345","308","311","317","325","315.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.70","0.90","1.00","assumption","occupation-factor-assumptions-v0","digital","Code generation and testing close to the developer reference"
"2519","Andre programvare- og applikasjonsutviklere","22007","21777","21488","21510","21609","21596","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2521","Databasedesignere og -administratorer","519","490","488","490","509","494.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2522","Systemadministratorer","1595","1504","1556","1574","1567","1550.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2523","Nettverksansvarlige","13","11","12","12","12","11.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2529","Sikkerhetsanalytikere mv.","1777","1763","1735","1752","1737","1746.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2611","Jurister og advokater","11611","11091","11059","11163","11401","11178.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025","0.30","0.60","0.80","assumption","occupation-factor-assumptions-v0","document_intensive","Research and drafting support substantial use but client work and accountable judgement remain human"
"2612","Dommere","858","822","832","824","856","833.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2619","Andre juridiske yrker","1207","1126","1134","1147","1155","1140.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2621","Arkivarer og kuratorer","1683","1325","1358","1483","1395","1390.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2622","Bibliotekarer og andre informasjonsarbeidere","2486","2246","2252","2234","2250","2245.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2631","Rådgivere/forskere, samfunnsøkonomi","1188","1153","1140","1125","1162","1145","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2632","Rådgivere/forskere, samfunnsvitenskap","1181","1062","1061","1064","1125","1078","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2633","Rådgivere/forskere, humanistiske fag","261","224","255","268","251","249.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2634","Psykologer","9569","9189","9221","9290","9359","9264.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2635","Rådgivere innen sosiale fagfelt","15422","14548","14563","14747","14595","14613.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2636","Geistlige yrker","2257","2082","2077","2072","2073","2076","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2641","Forfattere mv.","1207","1149","1114","1061","1091","1103.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2642","Journalister","7623","6980","6907","7215","6944","7011.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2643","Oversettere, tolker mv.","2449","1387","1343","1155","1395","1320","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2651","Skulptører, kunstmalere og andre billedkunstnere","383","320","327","317","328","323","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2652","Dirigenter, komponister, musikere og sangere","2488","2073","2079","1994","2155","2075.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2653","Koreografer og dansere","294","250","221","223","238","233","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2654","Regissører","1311","1241","1232","1203","1211","1221.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2655","Skuespillere","706","560","494","497","512","515.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2656","Programledere i TV og radio","301","303","319","317","277","304","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"2659","Andre utøvende kunstneriske yrker","292","181","197","189","200","191.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3112","Bygningsingeniører","17692","17197","17087","17160","17201","17161.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3113","Elkraftingeniører","5963","5769","5798","5822","5863","5813","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3114","Elektronikkingeniører","15437","14547","14671","14922","15112","14813","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3115","Maskiningeniører","8924","8513","8535","8594","8714","8589","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3116","Kjemiingeniører","2794","2716","2708","2744","2699","2716.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3117","Ingeniører innen petroleum, bergverk og metallurgi","14917","17062","14736","14877","14714","15347.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3118","Tekniske tegnere","2174","2086","2089","2081","2048","2076","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3119","Andre ingeniører","29754","28548","28672","28916","29118","28813.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3121","Arbeidsleder, bergfag","160","152","158","158","159","156.75","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3122","Arbeidsleder, industri","4395","4095","4159","4190","4301","4186.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3123","Arbeidsleder, bygg og anlegg","12813","11451","11933","12118","12588","12022.5","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3131","Energikontrolloperatører","1692","1583","1586","1624","1659","1613","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3132","Kontrolloperatører ved forbrennings- kjøle- og vannrenseanlegg mv.","14","10","12","13","13","12","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
"3133","Kontrolloperatører innen kjemisk prosessindustri","307","306","310","302","303","305.25","derived_quarterly_mean","ssb-11658-occupation-workforce-2025",,,,"not_assessed",,,
